companyName,currentValue,change,pChange,updatedOn,securityID,scripCode,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat,buy,sell
NATURAL CAPSULES LTD.,284.00,-0.25,-0.09,25 Oct 24 | 03:18 PM,NATCAPSUQ,524654,X  /,10.00,Healthcare,284.25,291.40,291.40,276.00,403.00,255.00,281.85,0.11 Cr.,0.04 Lakh,0.06 Lakh,291.06 Cr.,122.25 Cr.,"{'1': {'quantity': '112', 'price': '284.00'}, '2': {'quantity': '1', 'price': '282.00'}, '3': {'quantity': '10', 'price': '280.00'}, '4': {'quantity': '10', 'price': '277.50'}, '5': {'quantity': '25', 'price': '276.25'}}","{'1': {'price': '290.70', 'quantity': '10'}, '2': {'price': '290.75', 'quantity': '10000'}, '3': {'price': '290.85', 'quantity': '4'}, '4': {'price': '290.90', 'quantity': '10'}, '5': {'price': '291.00', 'quantity': '234'}}"
WELCURE DRUGS & PHARMACEUTICALS LTD.,7.69,0.00,0.00,21 Oct 24 | 04:00 PM,WELCURE,524661,XT /,10.00,Healthcare,7.69,7.69,7.69,7.69,7.69,3.61,7.69,0.03 Cr.,0.38 Lakh,0.33 Lakh,10.39 Cr.,10.39 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.-$,23.73,-1.24,-4.97,25 Oct 24 | 03:18 PM,BIBCL,524663,B  / BSE CPSE,10.00,Healthcare,24.97,25.40,25.40,23.55,43.89,22.50,24.22,0.18 Cr.,0.75 Lakh,0.42 Lakh,102.47 Cr.,42.01 Cr.,"{'1': {'quantity': '100', 'price': '23.72'}, '2': {'quantity': '103', 'price': '23.71'}, '3': {'quantity': '1000', 'price': '23.70'}, '4': {'quantity': '97', 'price': '23.65'}, '5': {'quantity': '104', 'price': '23.63'}}","{'1': {'price': '23.89', 'quantity': '36'}, '2': {'price': '24.00', 'quantity': '104'}, '3': {'price': '24.05', 'quantity': '50'}, '4': {'price': '24.08', 'quantity': '2'}, '5': {'price': '24.09', 'quantity': '500'}}"
SAVITA OIL TECHNOLOGIES LTD.,492.50,-14.65,-2.89,25 Oct 24 | 03:18 PM,SOTL,524667,B  / BSE SmallCap,2.00,"Oil, Gas & Consumable Fuels",507.15,507.15,508.75,484.70,655.00,315.00,496.56,0.50 Cr.,0.10 Lakh,0.02 Lakh,"3,376.60 Cr.","1,046.75 Cr.","{'1': {'quantity': '3', 'price': '495.90'}, '2': {'quantity': '44', 'price': '495.80'}, '3': {'quantity': '12', 'price': '495.75'}, '4': {'quantity': '22', 'price': '495.70'}, '5': {'quantity': '35', 'price': '495.65'}}","{'1': {'price': '499.90', 'quantity': '9'}, '2': {'price': '499.95', 'quantity': '2'}, '3': {'price': '500.60', 'quantity': '51'}, '4': {'price': '500.90', 'quantity': '28'}, '5': {'price': '500.95', 'quantity': '2'}}"
HESTER BIOSCIENCES LTD.,2212.65,-10.60,-0.48,25 Oct 24 | 03:16 PM,HESTERBIO,524669,B  / BSE SmallCap,10.00,Healthcare,2223.25,2223.25,2265.55,2212.65,3375.45,1292.90,2246.49,0.04 Cr.,0.00 Lakh,0.00 Lakh,"1,882.27 Cr.",847.02 Cr.,"{'1': {'quantity': '4', 'price': '2227.80'}, '2': {'quantity': '31', 'price': '2227.75'}, '3': {'quantity': '13', 'price': '2226.65'}, '4': {'quantity': '105', 'price': '2223.30'}, '5': {'quantity': '8', 'price': '2223.20'}}","{'1': {'price': '2242.10', 'quantity': '2'}, '2': {'price': '2249.95', 'quantity': '1'}, '3': {'price': '2250.00', 'quantity': '50'}, '4': {'price': '2257.00', 'quantity': '14'}, '5': {'price': '2258.00', 'quantity': '5'}}"
KABSONS INDUSTRIES LTD.,37.08,-0.75,-1.98,25 Oct 24 | 03:16 PM,KABSON,524675,XT /,10.00,Services,37.83,37.25,37.25,37.08,49.02,11.89,37.09,0.00 Cr.,0.01 Lakh,0.04 Lakh,64.75 Cr.,20.72 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '37.08', 'quantity': '862'}, '2': {'price': '37.20', 'quantity': '3000'}, '3': {'price': '37.40', 'quantity': '100'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
BASANT AGRO TECH (INDIA) LTD.-$,18.23,-0.65,-3.44,25 Oct 24 | 03:18 PM,BASANTGL,524687,X  /,1.00,Chemicals,18.88,18.80,18.88,18.06,28.90,17.55,18.45,0.12 Cr.,0.65 Lakh,0.73 Lakh,165.21 Cr.,76.00 Cr.,"{'1': {'quantity': '90', 'price': '18.24'}, '2': {'quantity': '109', 'price': '18.23'}, '3': {'quantity': '908', 'price': '18.21'}, '4': {'quantity': '652', 'price': '18.20'}, '5': {'quantity': '581', 'price': '18.15'}}","{'1': {'price': '18.30', 'quantity': '1'}, '2': {'price': '18.35', 'quantity': '1'}, '3': {'price': '18.40', 'quantity': '1'}, '4': {'price': '18.45', 'quantity': '26'}, '5': {'price': '18.46', 'quantity': '451'}}"
SANDU PHARMACEUTICALS LTD.,55.01,-2.72,-4.71,25 Oct 24 | 03:17 PM,SANDUPHQ,524703,X  /,10.00,Healthcare,57.73,57.36,57.36,54.56,85.00,54.00,55.57,0.01 Cr.,0.03 Lakh,0.07 Lakh,53.15 Cr.,29.23 Cr.,"{'1': {'quantity': '12', 'price': '55.03'}, '2': {'quantity': '30', 'price': '54.76'}, '3': {'quantity': '50', 'price': '54.72'}, '4': {'quantity': '50', 'price': '54.68'}, '5': {'quantity': '109', 'price': '54.67'}}","{'1': {'price': '55.45', 'quantity': '8'}, '2': {'price': '55.46', 'quantity': '20'}, '3': {'price': '55.49', 'quantity': '12'}, '4': {'price': '55.52', 'quantity': '22'}, '5': {'price': '55.79', 'quantity': '21'}}"
NACL Industries Ltd,54.14,1.31,2.48,25 Oct 24 | 03:18 PM,NACLIND,524709,B  / BSE SmallCap,1.00,Chemicals,52.83,56.00,57.00,52.84,84.99,50.34,54.75,0.28 Cr.,0.51 Lakh,0.15 Lakh,"1,079.47 Cr.",291.46 Cr.,"{'1': {'quantity': '239', 'price': '53.99'}, '2': {'quantity': '1', 'price': '53.98'}, '3': {'quantity': '58', 'price': '53.95'}, '4': {'quantity': '50', 'price': '53.92'}, '5': {'quantity': '206', 'price': '53.89'}}","{'1': {'price': '54.14', 'quantity': '464'}, '2': {'price': '54.15', 'quantity': '50'}, '3': {'price': '54.18', 'quantity': '1'}, '4': {'price': '54.20', 'quantity': '1088'}, '5': {'price': '54.22', 'quantity': '315'}}"
VISTA PHARMACEUTICALS LTD.,11.87,0.02,0.17,25 Oct 24 | 03:15 PM,VISTAPH,524711,Z  /,2.00,Healthcare,11.85,12.38,12.38,11.85,19.32,10.43,11.93,0.00 Cr.,0.02 Lakh,0.29 Lakh,43.67 Cr.,22.27 Cr.,"{'1': {'quantity': '1', 'price': '11.87'}, '2': {'quantity': '490', 'price': '11.86'}, '3': {'quantity': '1196', 'price': '11.85'}, '4': {'quantity': '300', 'price': '11.50'}, '5': {'quantity': '80', 'price': '11.32'}}","{'1': {'price': '12.35', 'quantity': '100'}, '2': {'price': '12.36', 'quantity': '100'}, '3': {'price': '12.37', 'quantity': '144'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
SUN PHARMACEUTICAL INDUSTRIES LTD.,1860.60,11.55,0.62,25 Oct 24 | 03:18 PM,SUNPHARMA,524715,A  / BSE SENSEX,1.00,Healthcare,1849.05,1852.50,1875.00,1852.50,1960.20,1069.00,1862.85,17.68 Cr.,0.95 Lakh,0.25 Lakh,"4,46,409.36 Cr.","2,00,884.21 Cr.","{'1': {'quantity': '35', 'price': '1859.85'}, '2': {'quantity': '4', 'price': '1859.65'}, '3': {'quantity': '5', 'price': '1859.60'}, '4': {'quantity': '30', 'price': '1859.55'}, '5': {'quantity': '32', 'price': '1859.50'}}","{'1': {'price': '1860.70', 'quantity': '42'}, '2': {'price': '1860.80', 'quantity': '210'}, '3': {'price': '1860.85', 'quantity': '5'}, '4': {'price': '1860.95', 'quantity': '34'}, '5': {'price': '1861.25', 'quantity': '26'}}"
TITAN BIOTECH LTD.,865.10,-42.30,-4.66,25 Oct 24 | 03:18 PM,TITANBIO,524717,X  /,10.00,Chemicals,907.40,929.00,950.00,830.00,1017.85,344.00,865.89,2.37 Cr.,0.27 Lakh,0.33 Lakh,714.89 Cr.,250.21 Cr.,"{'1': {'quantity': '43', 'price': '865.10'}, '2': {'quantity': '20', 'price': '863.00'}, '3': {'quantity': '15', 'price': '860.20'}, '4': {'quantity': '3', 'price': '860.15'}, '5': {'quantity': '33', 'price': '860.00'}}","{'1': {'price': '869.00', 'quantity': '114'}, '2': {'price': '870.00', 'quantity': '1702'}, '3': {'price': '873.00', 'quantity': '50'}, '4': {'price': '873.95', 'quantity': '1'}, '5': {'price': '875.00', 'quantity': '28'}}"
Span Divergent Ltd-$,31.99,1.25,4.07,25 Oct 24 | 03:11 PM,SDL,524727,X  /,10.00,Healthcare,30.74,32.27,32.27,30.00,36.33,12.92,30.85,0.01 Cr.,0.02 Lakh,0.02 Lakh,17.47 Cr.,5.24 Cr.,"{'1': {'quantity': '104', 'price': '30.10'}, '2': {'quantity': '89', 'price': '30.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '31.99', 'quantity': '100'}, '2': {'price': '32.00', 'quantity': '37'}, '3': {'price': '32.27', 'quantity': '1315'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
JENBURKT PHARMACEUTICALS LTD.,946.00,-43.10,-4.36,25 Oct 24 | 03:17 PM,JENBURPH,524731,X  /,10.00,Healthcare,989.10,975.00,975.00,930.00,1210.00,586.90,949.99,0.12 Cr.,0.01 Lakh,0.01 Lakh,417.50 Cr.,212.92 Cr.,"{'1': {'quantity': '3', 'price': '933.45'}, '2': {'quantity': '10', 'price': '933.40'}, '3': {'quantity': '3', 'price': '933.30'}, '4': {'quantity': '1', 'price': '932.85'}, '5': {'quantity': '6', 'price': '932.45'}}","{'1': {'price': '945.85', 'quantity': '10'}, '2': {'price': '945.90', 'quantity': '1'}, '3': {'price': '946.00', 'quantity': '14'}, '4': {'price': '947.85', 'quantity': '1'}, '5': {'price': '949.45', 'quantity': '10'}}"
HIKAL LTD.,340.00,-10.00,-2.86,25 Oct 24 | 03:18 PM,HIKAL,524735,B  / BSE SmallCap,2.00,Healthcare,350.00,351.00,351.00,334.50,410.90,258.60,340.19,1.22 Cr.,0.36 Lakh,0.37 Lakh,"4,192.23 Cr.","1,299.59 Cr.","{'1': {'quantity': '60', 'price': '340.00'}, '2': {'quantity': '104', 'price': '339.80'}, '3': {'quantity': '50', 'price': '339.75'}, '4': {'quantity': '35', 'price': '339.70'}, '5': {'quantity': '1', 'price': '339.65'}}","{'1': {'price': '340.70', 'quantity': '36'}, '2': {'price': '341.05', 'quantity': '10'}, '3': {'price': '341.10', 'quantity': '1'}, '4': {'price': '341.15', 'quantity': '1'}, '5': {'price': '341.25', 'quantity': '49'}}"
CAPLIN POINT LABORATORIES LTD.,1789.00,-76.75,-4.11,25 Oct 24 | 03:19 PM,CAPLIPOINT,524742,A  / BSE 500,2.00,Healthcare,1865.75,1847.00,1855.30,1780.00,2158.20,950.00,1807.52,2.68 Cr.,0.15 Lakh,0.09 Lakh,"13,598.49 Cr.","3,671.59 Cr.","{'1': {'quantity': '3', 'price': '1785.50'}, '2': {'quantity': '4', 'price': '1785.45'}, '3': {'quantity': '4', 'price': '1785.35'}, '4': {'quantity': '5', 'price': '1785.20'}, '5': {'quantity': '1', 'price': '1785.15'}}","{'1': {'price': '1789.35', 'quantity': '16'}, '2': {'price': '1789.40', 'quantity': '6'}, '3': {'price': '1789.55', 'quantity': '2'}, '4': {'price': '1789.65', 'quantity': '1'}, '5': {'price': '1789.80', 'quantity': '9'}}"
Fischer Medical Ventures Ltd,645.00,10.00,1.57,25 Oct 24 | 03:15 PM,FISCHER,524743,T  /,10.00,Chemicals,635.00,620.00,645.00,611.00,792.65,72.70,622.96,0.05 Cr.,0.01 Lakh,0.01 Lakh,"3,450.75 Cr.",172.54 Cr.,"{'1': {'quantity': '110', 'price': '610.00'}, '2': {'quantity': '1', 'price': '606.10'}, '3': {'quantity': '1', 'price': '606.05'}, '4': {'quantity': '1', 'price': '603.35'}, '5': {'quantity': '120', 'price': '603.25'}}","{'1': {'price': '650.00', 'quantity': '25'}, '2': {'price': '650.40', 'quantity': '37'}, '3': {'price': '655.00', 'quantity': '31'}, '4': {'price': '656.00', 'quantity': '60'}, '5': {'price': '657.00', 'quantity': '7'}}"
LINK PHARMA CHEM LTD.,40.64,0.12,0.30,25 Oct 24 | 03:17 PM,LINKPH,524748,X  /,10.00,Chemicals,40.52,41.73,43.00,40.00,55.71,39.10,40.72,0.01 Cr.,0.03 Lakh,0.04 Lakh,18.05 Cr.,8.84 Cr.,"{'1': {'quantity': '50', 'price': '40.00'}, '2': {'quantity': '8', 'price': '39.90'}, '3': {'quantity': '300', 'price': '39.75'}, '4': {'quantity': '200', 'price': '39.65'}, '5': {'quantity': '600', 'price': '39.60'}}","{'1': {'price': '40.60', 'quantity': '25'}, '2': {'price': '40.64', 'quantity': '59'}, '3': {'price': '40.65', 'quantity': '414'}, '4': {'price': '41.00', 'quantity': '54'}, '5': {'price': '41.30', 'quantity': '58'}}"
Decipher Labs Ltd,15.62,-0.30,-1.88,25 Oct 24 | 03:18 PM,DECIPHER,524752,X  /,10.00,Healthcare,15.92,16.39,16.39,15.50,25.75,14.44,15.58,0.01 Cr.,0.09 Lakh,0.10 Lakh,15.78 Cr.,12.78 Cr.,"{'1': {'quantity': '1327', 'price': '15.55'}, '2': {'quantity': '5711', 'price': '15.50'}, '3': {'quantity': '1010', 'price': '15.40'}, '4': {'quantity': '6', 'price': '15.30'}, '5': {'quantity': '10', 'price': '15.27'}}","{'1': {'price': '15.62', 'quantity': '30'}, '2': {'price': '15.63', 'quantity': '100'}, '3': {'price': '15.64', 'quantity': '929'}, '4': {'price': '15.69', 'quantity': '149'}, '5': {'price': '15.70', 'quantity': '9'}}"
EMMESSAR BIOTECH & NUTRITION LTD.,39.11,-4.47,-10.26,25 Oct 24 | 03:19 PM,EMMESSA,524768,X  /,10.00,Chemicals,43.58,42.15,45.89,39.11,63.81,21.10,41.40,0.04 Cr.,0.09 Lakh,0.31 Lakh,19.54 Cr.,7.82 Cr.,"{'1': {'quantity': '100', 'price': '39.25'}, '2': {'quantity': '100', 'price': '39.20'}, '3': {'quantity': '10', 'price': '39.10'}, '4': {'quantity': '1817', 'price': '39.00'}, '5': {'quantity': '50', 'price': '38.11'}}","{'1': {'price': '39.96', 'quantity': '60'}, '2': {'price': '39.97', 'quantity': '9'}, '3': {'price': '40.45', 'quantity': '32'}, '4': {'price': '40.49', 'quantity': '100'}, '5': {'price': '40.50', 'quantity': '150'}}"
NGL FINE-CHEM LTD.,1907.00,1.05,0.06,25 Oct 24 | 03:19 PM,NGLFINE,524774,B  / BSE SmallCap,5.00,Healthcare,1905.95,1905.95,1918.00,1870.70,2822.50,1711.30,1889.01,0.05 Cr.,0.00 Lakh,0.00 Lakh,"1,178.15 Cr.",318.10 Cr.,"{'1': {'quantity': '1', 'price': '1900.85'}, '2': {'quantity': '22', 'price': '1896.05'}, '3': {'quantity': '22', 'price': '1895.20'}, '4': {'quantity': '22', 'price': '1894.65'}, '5': {'quantity': '4', 'price': '1890.75'}}","{'1': {'price': '1919.00', 'quantity': '1'}, '2': {'price': '1925.10', 'quantity': '1'}, '3': {'price': '1928.70', 'quantity': '2'}, '4': {'price': '1928.95', 'quantity': '4'}, '5': {'price': '1934.95', 'quantity': '17'}}"
EVEREST ORGANICS LTD.,120.50,-3.20,-2.59,25 Oct 24 | 03:17 PM,EVERESTO,524790,X  /,10.00,Healthcare,123.70,120.35,122.05,118.50,184.00,110.00,120.98,0.01 Cr.,0.01 Lakh,0.03 Lakh,96.40 Cr.,25.06 Cr.,"{'1': {'quantity': '10', 'price': '120.70'}, '2': {'quantity': '114', 'price': '120.50'}, '3': {'quantity': '50', 'price': '119.25'}, '4': {'quantity': '10', 'price': '119.00'}, '5': {'quantity': '6', 'price': '118.85'}}","{'1': {'price': '123.75', 'quantity': '10'}, '2': {'price': '124.00', 'quantity': '10'}, '3': {'price': '124.40', 'quantity': '158'}, '4': {'price': '124.95', 'quantity': '210'}, '5': {'price': '125.75', 'quantity': '50'}}"
AUROBINDO PHARMA LTD.,1429.65,-12.10,-0.84,25 Oct 24 | 03:19 PM,AUROPHARMA,524804,A  / BSE 200,1.00,Healthcare,1441.75,1431.05,1455.00,1414.85,1592.55,834.90,1430.94,1.95 Cr.,0.14 Lakh,0.10 Lakh,"83,034.30 Cr.","39,856.47 Cr.","{'1': {'quantity': '3', 'price': '1428.60'}, '2': {'quantity': '1', 'price': '1428.55'}, '3': {'quantity': '3', 'price': '1428.40'}, '4': {'quantity': '1', 'price': '1428.35'}, '5': {'quantity': '54', 'price': '1428.30'}}","{'1': {'price': '1429.65', 'quantity': '4'}, '2': {'price': '1429.70', 'quantity': '2'}, '3': {'price': '1429.75', 'quantity': '5'}, '4': {'price': '1429.95', 'quantity': '5'}, '5': {'price': '1430.00', 'quantity': '50'}}"
PHYTO CHEM (INDIA) LTD.,30.75,-2.16,-6.56,25 Oct 24 | 03:18 PM,PHYTO,524808,X  /,10.00,Chemicals,32.91,33.57,34.50,29.60,55.60,26.40,30.80,0.01 Cr.,0.03 Lakh,0.06 Lakh,13.22 Cr.,7.93 Cr.,"{'1': {'quantity': '10', 'price': '31.50'}, '2': {'quantity': '10', 'price': '31.20'}, '3': {'quantity': '90', 'price': '31.01'}, '4': {'quantity': '300', 'price': '31.00'}, '5': {'quantity': '247', 'price': '30.85'}}","{'1': {'price': '33.89', 'quantity': '70'}, '2': {'price': '33.90', 'quantity': '329'}, '3': {'price': '34.12', 'quantity': '190'}, '4': {'price': '34.22', 'quantity': '1'}, '5': {'price': '34.40', 'quantity': '5'}}"
NATCO PHARMA LTD.,1293.95,-45.15,-3.37,25 Oct 24 | 03:19 PM,NATCOPHARM,524816,A  / BSE 500,2.00,Healthcare,1339.10,1365.90,1365.90,1286.65,1638.35,725.00,1305.85,1.77 Cr.,0.14 Lakh,0.28 Lakh,"23,175.92 Cr.","11,587.96 Cr.","{'1': {'quantity': '6', 'price': '1291.40'}, '2': {'quantity': '38', 'price': '1291.35'}, '3': {'quantity': '6', 'price': '1291.10'}, '4': {'quantity': '26', 'price': '1291.05'}, '5': {'quantity': '8', 'price': '1290.95'}}","{'1': {'price': '1293.55', 'quantity': '4'}, '2': {'price': '1293.75', 'quantity': '3'}, '3': {'price': '1293.80', 'quantity': '5'}, '4': {'price': '1293.85', 'quantity': '14'}, '5': {'price': '1294.20', 'quantity': '68'}}"
DYNAMIC INDUSTRIES LTD.-$,91.35,-8.70,-8.70,25 Oct 24 | 03:17 PM,DYNAMIND,524818,X  /,10.00,Chemicals,100.05,100.05,101.75,91.35,110.00,58.07,94.41,0.03 Cr.,0.03 Lakh,0.04 Lakh,27.67 Cr.,13.83 Cr.,"{'1': {'quantity': '14', 'price': '91.35'}, '2': {'quantity': '91', 'price': '91.30'}, '3': {'quantity': '2', 'price': '91.20'}, '4': {'quantity': '100', 'price': '91.15'}, '5': {'quantity': '100', 'price': '89.70'}}","{'1': {'price': '93.00', 'quantity': '1'}, '2': {'price': '93.95', 'quantity': '200'}, '3': {'price': '95.70', 'quantity': '48'}, '4': {'price': '96.00', 'quantity': '4'}, '5': {'price': '98.95', 'quantity': '50'}}"
PANAMA PETROCHEM LTD.,362.00,-11.75,-3.14,25 Oct 24 | 03:18 PM,PANAMAPET,524820,B  / BSE SmallCap,2.00,"Oil, Gas & Consumable Fuels",373.75,367.20,371.30,354.60,452.45,290.60,360.08,0.23 Cr.,0.06 Lakh,0.04 Lakh,"2,189.87 Cr.",810.25 Cr.,"{'1': {'quantity': '2', 'price': '360.60'}, '2': {'quantity': '13', 'price': '360.55'}, '3': {'quantity': '107', 'price': '360.30'}, '4': {'quantity': '85', 'price': '360.25'}, '5': {'quantity': '268', 'price': '360.15'}}","{'1': {'price': '362.80', 'quantity': '2'}, '2': {'price': '362.85', 'quantity': '9'}, '3': {'price': '363.00', 'quantity': '2'}, '4': {'price': '363.15', 'quantity': '2'}, '5': {'price': '363.20', 'quantity': '23'}}"
BAL PHARMA LTD.,114.45,-6.00,-4.98,25 Oct 24 | 03:16 PM,BALPHARMA,524824,T  /,10.00,Healthcare,120.45,120.00,120.00,114.45,157.90,81.50,115.33,0.04 Cr.,0.03 Lakh,0.02 Lakh,182.21 Cr.,87.46 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '114.45', 'quantity': '1263'}, '2': {'price': '114.80', 'quantity': '39'}, '3': {'price': '116.20', 'quantity': '100'}, '4': {'price': '116.50', 'quantity': '10'}, '5': {'price': '121.00', 'quantity': '11'}}"
BDH INDUSTRIES LTD.,313.50,2.30,0.74,25 Oct 24 | 03:18 PM,BDH,524828,X  /,10.00,Healthcare,311.20,324.00,339.00,312.00,407.65,162.00,322.85,0.15 Cr.,0.04 Lakh,0.01 Lakh,180.49 Cr.,77.61 Cr.,"{'1': {'quantity': '5', 'price': '312.15'}, '2': {'quantity': '7', 'price': '312.10'}, '3': {'quantity': '2', 'price': '312.05'}, '4': {'quantity': '4', 'price': '311.70'}, '5': {'quantity': '7', 'price': '311.05'}}","{'1': {'price': '319.90', 'quantity': '9'}, '2': {'price': '319.95', 'quantity': '5'}, '3': {'price': '324.95', 'quantity': '5'}, '4': {'price': '325.25', 'quantity': '11'}, '5': {'price': '326.80', 'quantity': '11'}}"
JAUSS POLYMERS LTD.,8.47,-0.17,-1.97,25 Oct 24 | 03:16 PM,JAUSPOL,526001,XT /,10.00,Capital Goods,8.64,8.47,8.47,8.47,9.94,4.52,8.47,0.00 Cr.,0.01 Lakh,0.00 Lakh,3.92 Cr.,2.23 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '8.47', 'quantity': '633'}, '2': {'price': '8.64', 'quantity': '200'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
Globus Constructors & Developers Limited,17.63,-0.35,-1.95,25 Oct 24 | 03:16 PM,GLOBUSCON,526025,XT /,10.00,Power,17.98,17.63,17.63,17.63,43.01,13.85,17.63,0.01 Cr.,0.05 Lakh,0.08 Lakh,174.45 Cr.,45.36 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '17.63', 'quantity': '7154'}, '2': {'price': '18.00', 'quantity': '300'}, '3': {'price': '18.33', 'quantity': '100'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
CUBEX TUBINGS LTD.,100.74,-2.25,-2.18,25 Oct 24 | 03:18 PM,CUBEXTUB,526027,B  /,10.00,Capital Goods,102.99,105.74,105.74,99.01,127.53,47.40,100.29,0.04 Cr.,0.04 Lakh,0.13 Lakh,144.25 Cr.,80.78 Cr.,"{'1': {'quantity': '30', 'price': '101.19'}, '2': {'quantity': '1', 'price': '101.18'}, '3': {'quantity': '200', 'price': '100.84'}, '4': {'quantity': '50', 'price': '100.76'}, '5': {'quantity': '326', 'price': '100.13'}}","{'1': {'price': '103.65', 'quantity': '5'}, '2': {'price': '103.68', 'quantity': '15'}, '3': {'price': '104.00', 'quantity': '84'}, '4': {'price': '104.32', 'quantity': '30'}, '5': {'price': '104.33', 'quantity': '326'}}"
POLYMECHPLAST MACHINES LTD.,70.00,-0.32,-0.46,25 Oct 24 | 03:17 PM,POLYCHMP,526043,X  /,10.00,Capital Goods,70.32,68.81,70.00,67.02,74.00,42.75,68.46,0.04 Cr.,0.06 Lakh,0.05 Lakh,39.21 Cr.,25.10 Cr.,"{'1': {'quantity': '44', 'price': '67.93'}, '2': {'quantity': '45', 'price': '67.92'}, '3': {'quantity': '1', 'price': '67.90'}, '4': {'quantity': '1', 'price': '67.75'}, '5': {'quantity': '50', 'price': '67.30'}}","{'1': {'price': '70.00', 'quantity': '41'}, '2': {'price': '70.25', 'quantity': '543'}, '3': {'price': '71.00', 'quantity': '50'}, '4': {'price': '71.05', 'quantity': '421'}, '5': {'price': '72.00', 'quantity': '200'}}"
STELLANT SECURITIES (INDIA) LTD.,51.25,1.00,1.99,22 Oct 24 | 04:00 PM,STELLANT,526071,XT /,10.00,Financial Services,50.25,51.25,51.25,51.25,51.25,13.72,51.25,0.00 Cr.,0.00 Lakh,0.01 Lakh,3.79 Cr.,1.59 Cr.,"{'1': {'quantity': '1715', 'price': '52.27'}, '2': {'quantity': '19', 'price': '51.76'}, '3': {'quantity': '16', 'price': '51.25'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
GALAXY BEARINGS LTD.,1295.00,-6.05,-0.47,25 Oct 24 | 03:18 PM,GALXBRG,526073,X  /,10.00,Capital Goods,1301.05,1266.80,1323.85,1266.80,1800.00,1243.00,1285.32,0.07 Cr.,0.01 Lakh,0.01 Lakh,411.81 Cr.,185.31 Cr.,"{'1': {'quantity': '2', 'price': '1280.00'}, '2': {'quantity': '10', 'price': '1279.00'}, '3': {'quantity': '1', 'price': '1278.05'}, '4': {'quantity': '5', 'price': '1278.00'}, '5': {'quantity': '1', 'price': '1277.00'}}","{'1': {'price': '1294.95', 'quantity': '5'}, '2': {'price': '1295.00', 'quantity': '56'}, '3': {'price': '1296.75', 'quantity': '10'}, '4': {'price': '1297.00', 'quantity': '116'}, '5': {'price': '1300.00', 'quantity': '237'}}"
