companyName,currentValue,change,pChange,updatedOn,securityID,scripCode,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat,buy,sell
IPCA LABORATORIES LTD.,1581.20,0.40,0.03,25 Oct 24 | 03:16 PM,IPCALAB,524494,A  / BSE 200,1.00,Healthcare,1580.80,1593.25,1596.35,1562.70,1708.70,966.50,1576.78,0.44 Cr.,0.03 Lakh,0.13 Lakh,"40,108.28 Cr.","21,257.39 Cr.","{'1': {'quantity': '1', 'price': '1578.40'}, '2': {'quantity': '20', 'price': '1578.35'}, '3': {'quantity': '2', 'price': '1578.25'}, '4': {'quantity': '5', 'price': '1578.15'}, '5': {'quantity': '8', 'price': '1578.10'}}","{'1': {'price': '1581.00', 'quantity': '5'}, '2': {'price': '1581.05', 'quantity': '9'}, '3': {'price': '1581.20', 'quantity': '11'}, '4': {'price': '1581.25', 'quantity': '3'}, '5': {'price': '1581.30', 'quantity': '5'}}"
KILITCH DRUGS (INDIA) LTD.,303.30,-12.50,-3.96,25 Oct 24 | 03:18 PM,KILITCH,524500,B  /,10.00,Healthcare,315.80,310.00,310.00,301.50,469.85,250.05,305.95,0.03 Cr.,0.01 Lakh,0.01 Lakh,487.78 Cr.,141.46 Cr.,"{'1': {'quantity': '10', 'price': '302.65'}, '2': {'quantity': '5', 'price': '302.60'}, '3': {'quantity': '10', 'price': '302.00'}, '4': {'quantity': '13', 'price': '301.95'}, '5': {'quantity': '50', 'price': '301.20'}}","{'1': {'price': '304.10', 'quantity': '10'}, '2': {'price': '304.15', 'quantity': '10'}, '3': {'price': '304.40', 'quantity': '170'}, '4': {'price': '304.45', 'quantity': '348'}, '5': {'price': '304.60', 'quantity': '5'}}"
RAAJ MEDISAFE INDIA LTD.,91.20,-4.80,-5.00,25 Oct 24 | 03:13 PM,RAAJMEDI,524502,P  /,10.00,Capital Goods,96.00,91.20,91.25,91.20,122.60,36.48,91.20,0.01 Cr.,0.02 Lakh,0.01 Lakh,120.50 Cr.,31.33 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '99.00', 'quantity': '100'}, '2': {'price': '100.30', 'quantity': '200'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
CORAL LABORATORIES LTD.,780.20,-29.80,-3.68,25 Oct 24 | 03:18 PM,CORALAB,524506,X  /,10.00,Healthcare,810.00,810.00,810.00,780.20,999.00,262.05,796.05,0.14 Cr.,0.02 Lakh,0.02 Lakh,278.73 Cr.,72.47 Cr.,"{'1': {'quantity': '25', 'price': '785.00'}, '2': {'quantity': '5', 'price': '781.00'}, '3': {'quantity': '10', 'price': '780.30'}, '4': {'quantity': '6', 'price': '780.25'}, '5': {'quantity': '3', 'price': '780.20'}}","{'1': {'price': '789.90', 'quantity': '3'}, '2': {'price': '789.95', 'quantity': '40'}, '3': {'price': '799.00', 'quantity': '50'}, '4': {'price': '825.00', 'quantity': '10'}, '5': {'price': '851.00', 'quantity': '1'}}"
TULASEE BIO-ETHANOL LTD.,17.14,-0.53,-3.00,18 Oct 24 | 04:00 PM,TULASEEBIOE,524514,ZP /,10.00,Chemicals,17.67,17.14,17.14,17.14,33.28,17.02,17.14,0.00 Cr.,0.00 Lakh,0.00 Lakh,10.10 Cr.,5.05 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '16.96', 'quantity': '400'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
BACIL PHARMA LTD.,41.07,0.80,1.99,25 Oct 24 | 03:16 PM,BACPHAR,524516,XT /,10.00,Healthcare,40.27,41.07,41.07,41.07,41.07,4.68,41.07,0.00 Cr.,0.00 Lakh,0.01 Lakh,24.19 Cr.,13.79 Cr.,"{'1': {'quantity': '208669', 'price': '41.07'}, '2': {'quantity': '1000', 'price': '41.06'}, '3': {'quantity': '4', 'price': '40.27'}, '4': {'quantity': '10', 'price': '40.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,78.05,-1.59,-2.00,25 Oct 24 | 03:16 PM,KREBSBIO,524518,T  /,10.00,Healthcare,79.64,78.05,78.05,78.05,121.50,60.00,78.05,0.01 Cr.,0.01 Lakh,0.01 Lakh,168.28 Cr.,45.44 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '78.05', 'quantity': '639'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
KMC SPECIALITY HOSPITALS (INDIA) LTD.,75.19,-3.26,-4.16,25 Oct 24 | 03:18 PM,KMCSHIL,524520,B  / BSE SmallCap,1.00,Healthcare,78.45,78.45,79.38,71.10,104.95,69.00,73.79,1.48 Cr.,2.01 Lakh,0.47 Lakh,"1,226.24 Cr.",294.30 Cr.,"{'1': {'quantity': '9', 'price': '75.19'}, '2': {'quantity': '15', 'price': '75.14'}, '3': {'quantity': '416', 'price': '74.71'}, '4': {'quantity': '6', 'price': '74.70'}, '5': {'quantity': '149', 'price': '74.55'}}","{'1': {'price': '75.30', 'quantity': '27'}, '2': {'price': '75.34', 'quantity': '724'}, '3': {'price': '75.38', 'quantity': '350'}, '4': {'price': '75.50', 'quantity': '100'}, '5': {'price': '75.75', 'quantity': '600'}}"
LAFFANS PETROCHEMICALS LTD.-$,43.42,-2.26,-4.95,25 Oct 24 | 03:17 PM,LAFFANSQ,524522,X  /,10.00,Chemicals,45.68,44.02,45.22,43.42,58.70,36.00,44.62,0.00 Cr.,0.01 Lakh,0.06 Lakh,34.74 Cr.,14.59 Cr.,"{'1': {'quantity': '10', 'price': '43.43'}, '2': {'quantity': '56', 'price': '43.42'}, '3': {'quantity': '100', 'price': '43.35'}, '4': {'quantity': '100', 'price': '43.31'}, '5': {'quantity': '500', 'price': '43.30'}}","{'1': {'price': '46.37', 'quantity': '2'}, '2': {'price': '46.38', 'quantity': '300'}, '3': {'price': '46.39', 'quantity': '200'}, '4': {'price': '46.40', 'quantity': '300'}, '5': {'price': '46.50', 'quantity': '85'}}"
BHASKAR AGROCHEMICALS LTD.,58.14,-3.25,-5.29,25 Oct 24 | 03:09 PM,BHASKAGR,524534,X  /,10.00,Chemicals,61.39,66.81,66.81,58.14,121.92,37.05,61.20,0.01 Cr.,0.01 Lakh,0.01 Lakh,30.29 Cr.,11.51 Cr.,"{'1': {'quantity': '500', 'price': '57.75'}, '2': {'quantity': '1', 'price': '57.58'}, '3': {'quantity': '10', 'price': '56.60'}, '4': {'quantity': '200', 'price': '55.85'}, '5': {'quantity': '5', 'price': '55.30'}}","{'1': {'price': '59.01', 'quantity': '200'}, '2': {'price': '60.90', 'quantity': '370'}, '3': {'price': '61.50', 'quantity': '287'}, '4': {'price': '61.55', 'quantity': '87'}, '5': {'price': '62.00', 'quantity': '852'}}"
SUKHJIT STARCH & CHEMICALS LTD.-$,251.00,-12.60,-4.78,25 Oct 24 | 03:18 PM,SUKHJITS,524542,B  /,5.00,Fast Moving Consumer Goods,263.60,263.60,263.60,244.00,309.50,195.00,250.50,0.05 Cr.,0.02 Lakh,0.04 Lakh,784.22 Cr.,250.95 Cr.,"{'1': {'quantity': '1', 'price': '249.65'}, '2': {'quantity': '1', 'price': '249.25'}, '3': {'quantity': '1', 'price': '249.05'}, '4': {'quantity': '119', 'price': '248.40'}, '5': {'quantity': '1', 'price': '248.35'}}","{'1': {'price': '250.95', 'quantity': '71'}, '2': {'price': '251.00', 'quantity': '40'}, '3': {'price': '252.90', 'quantity': '24'}, '4': {'price': '252.95', 'quantity': '1'}, '5': {'price': '253.95', 'quantity': '85'}}"
NEULAND LABORATORIES LTD.,13819.90,141.50,1.03,25 Oct 24 | 03:18 PM,NEULANDLAB,524558,A  / BSE SmallCap,10.00,Healthcare,13678.40,13755.80,13977.95,13429.40,16501.00,3612.05,13706.63,3.05 Cr.,0.02 Lakh,0.04 Lakh,"17,730.78 Cr.","11,879.62 Cr.","{'1': {'quantity': '8', 'price': '13797.70'}, '2': {'quantity': '1', 'price': '13797.65'}, '3': {'quantity': '1', 'price': '13794.25'}, '4': {'quantity': '1', 'price': '13790.75'}, '5': {'quantity': '2', 'price': '13790.35'}}","{'1': {'price': '13849.95', 'quantity': '22'}, '2': {'price': '13850.00', 'quantity': '10'}, '3': {'price': '13850.95', 'quantity': '2'}, '4': {'price': '13856.05', 'quantity': '1'}, '5': {'price': '13859.70', 'quantity': '5'}}"
GAYATRI BIOORGANICS LTD.,6.30,0.13,2.11,25 Oct 24 | 03:17 PM,GAYATRIBI,524564,X  /,10.00,Chemicals,6.17,6.20,6.37,6.20,10.54,4.75,6.24,0.01 Cr.,0.16 Lakh,0.27 Lakh,38.92 Cr.,22.96 Cr.,"{'1': {'quantity': '644', 'price': '6.21'}, '2': {'quantity': '283', 'price': '6.20'}, '3': {'quantity': '508', 'price': '6.17'}, '4': {'quantity': '20000', 'price': '6.15'}, '5': {'quantity': '200', 'price': '6.12'}}","{'1': {'price': '6.30', 'quantity': '1398'}, '2': {'price': '6.34', 'quantity': '1688'}, '3': {'price': '6.35', 'quantity': '170'}, '4': {'price': '6.36', 'quantity': '271'}, '5': {'price': '6.40', 'quantity': '1327'}}"
PODDAR PIGMENTS LTD.-$,386.05,-3.80,-0.97,25 Oct 24 | 03:18 PM,PODDARMENT,524570,B  /,10.00,Chemicals,389.85,389.90,389.90,384.85,475.75,312.00,386.63,0.01 Cr.,0.00 Lakh,0.02 Lakh,409.60 Cr.,139.26 Cr.,"{'1': {'quantity': '100', 'price': '385.00'}, '2': {'quantity': '1', 'price': '384.85'}, '3': {'quantity': '2', 'price': '384.30'}, '4': {'quantity': '31', 'price': '383.35'}, '5': {'quantity': '5', 'price': '383.30'}}","{'1': {'price': '386.20', 'quantity': '7'}, '2': {'price': '386.55', 'quantity': '80'}, '3': {'price': '386.75', 'quantity': '1'}, '4': {'price': '387.50', 'quantity': '183'}, '5': {'price': '387.70', 'quantity': '50'}}"
PHARMAIDS PHARMACEUTICALS LTD.,32.30,-1.06,-3.18,25 Oct 24 | 03:16 PM,PHARMAID,524572,X  /,10.00,Healthcare,33.36,34.03,34.74,31.90,79.23,31.90,32.17,0.06 Cr.,0.19 Lakh,0.15 Lakh,113.92 Cr.,4.56 Cr.,"{'1': {'quantity': '21', 'price': '31.90'}, '2': {'quantity': '1', 'price': '31.51'}, '3': {'quantity': '10', 'price': '31.50'}, '4': {'quantity': '100', 'price': '31.07'}, '5': {'quantity': '50', 'price': '31.05'}}","{'1': {'price': '32.30', 'quantity': '27'}, '2': {'price': '33.79', 'quantity': '20'}, '3': {'price': '33.80', 'quantity': '50'}, '4': {'price': '33.82', 'quantity': '26'}, '5': {'price': '34.18', 'quantity': '26'}}"
VIVID GLOBAL INDUSTRIES LTD.,19.00,-1.47,-7.18,25 Oct 24 | 03:18 PM,VIVIDIND,524576,X  /,5.00,Chemicals,20.47,20.46,20.46,18.75,28.49,15.90,19.05,0.02 Cr.,0.09 Lakh,0.03 Lakh,17.34 Cr.,8.85 Cr.,"{'1': {'quantity': '399', 'price': '18.82'}, '2': {'quantity': '50', 'price': '18.81'}, '3': {'quantity': '49', 'price': '18.71'}, '4': {'quantity': '50', 'price': '18.54'}, '5': {'quantity': '500', 'price': '18.52'}}","{'1': {'price': '19.00', 'quantity': '175'}, '2': {'price': '19.25', 'quantity': '50'}, '3': {'price': '19.50', 'quantity': '50'}, '4': {'price': '19.75', 'quantity': '50'}, '5': {'price': '19.99', 'quantity': '100'}}"
PRIYA LTD.-$,21.85,-1.14,-4.96,25 Oct 24 | 03:16 PM,PRIYALT,524580,XT /,10.00,Services,22.99,24.13,24.13,21.85,27.74,11.41,21.88,0.00 Cr.,0.00 Lakh,0.01 Lakh,6.56 Cr.,1.51 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '21.85', 'quantity': '827'}, '2': {'price': '21.86', 'quantity': '1'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
TIRUPATI STARCH & CHEMICALS LTD.,159.00,-1.35,-0.84,25 Oct 24 | 03:18 PM,TIRUSTA,524582,X  /,10.00,Fast Moving Consumer Goods,160.35,157.00,164.40,154.95,263.85,74.10,161.70,0.04 Cr.,0.02 Lakh,0.04 Lakh,152.47 Cr.,41.17 Cr.,"{'1': {'quantity': '18', 'price': '159.05'}, '2': {'quantity': '2', 'price': '159.00'}, '3': {'quantity': '2', 'price': '157.00'}, '4': {'quantity': '5', 'price': '156.15'}, '5': {'quantity': '1', 'price': '156.00'}}","{'1': {'price': '162.65', 'quantity': '16'}, '2': {'price': '162.70', 'quantity': '54'}, '3': {'price': '162.90', 'quantity': '5'}, '4': {'price': '163.00', 'quantity': '50'}, '5': {'price': '163.40', 'quantity': '60'}}"
Hemo Organic Limited,10.74,-0.56,-4.96,25 Oct 24 | 02:33 PM,HEMORGANIC,524590,X  /,10.00,Services,11.30,11.80,11.80,10.74,15.25,5.88,11.71,0.01 Cr.,0.04 Lakh,0.03 Lakh,3.72 Cr.,3.09 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '10.74', 'quantity': '1527'}, '2': {'price': '10.75', 'quantity': '38'}, '3': {'price': '11.05', 'quantity': '1000'}, '4': {'price': '11.45', 'quantity': '2240'}, '5': {'price': '11.80', 'quantity': '2000'}}"
Jaysynth Orgochem Ltd,17.15,-0.35,-2.00,25 Oct 24 | 03:16 PM,JAYSYNTH,524592,XT /,1.00,Chemicals,17.50,17.15,17.15,17.15,21.64,5.92,17.15,0.04 Cr.,0.25 Lakh,0.55 Lakh,231.36 Cr.,83.29 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '17.15', 'quantity': '22495'}, '2': {'price': '17.30', 'quantity': '500'}, '3': {'price': '17.40', 'quantity': '85'}, '4': {'price': '17.80', 'quantity': '52760'}, '5': {'price': '17.82', 'quantity': '50'}}"
Aeonx Digital Technology Ltd,142.40,-8.30,-5.51,25 Oct 24 | 03:17 PM,AEONXDIGI,524594,X  /,10.00,Metals & Mining,150.70,150.70,150.70,136.95,216.40,85.00,143.88,0.17 Cr.,0.12 Lakh,0.12 Lakh,65.51 Cr.,28.82 Cr.,"{'1': {'quantity': '95', 'price': '142.40'}, '2': {'quantity': '9000', 'price': '141.00'}, '3': {'quantity': '7', 'price': '140.00'}, '4': {'quantity': '49', 'price': '139.00'}, '5': {'quantity': '10', 'price': '138.40'}}","{'1': {'price': '144.95', 'quantity': '21'}, '2': {'price': '145.00', 'quantity': '1043'}, '3': {'price': '148.95', 'quantity': '2'}, '4': {'price': '150.00', 'quantity': '151'}, '5': {'price': '154.95', 'quantity': '112'}}"
AKSHARCHEM (INDIA) LTD.-$,285.95,-1.60,-0.56,25 Oct 24 | 03:17 PM,AKSHARCHEM,524598,B  /,10.00,Chemicals,287.55,286.00,286.00,277.00,376.00,235.40,281.95,0.03 Cr.,0.01 Lakh,0.01 Lakh,229.71 Cr.,82.69 Cr.,"{'1': {'quantity': '11', 'price': '282.05'}, '2': {'quantity': '1', 'price': '282.00'}, '3': {'quantity': '5', 'price': '281.70'}, '4': {'quantity': '6', 'price': '281.65'}, '5': {'quantity': '31', 'price': '281.20'}}","{'1': {'price': '285.20', 'quantity': '1'}, '2': {'price': '286.05', 'quantity': '5'}, '3': {'price': '286.35', 'quantity': '21'}, '4': {'price': '286.50', 'quantity': '31'}, '5': {'price': '286.65', 'quantity': '5'}}"
Bandaram Pharma Packtech Ltd,53.05,-1.08,-2.00,25 Oct 24 | 03:16 PM,BANDARAM,524602,XT /,10.00,Healthcare,54.13,53.05,53.05,53.05,63.14,28.31,53.05,0.00 Cr.,0.00 Lakh,0.04 Lakh,63.66 Cr.,15.92 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '53.05', 'quantity': '32331'}, '2': {'price': '54.13', 'quantity': '427'}, '3': {'price': '55.21', 'quantity': '5'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
BERYL DRUGS LTD.,34.00,-3.22,-8.65,25 Oct 24 | 03:17 PM,BERLDRG,524606,X  /,10.00,Healthcare,37.22,37.96,37.96,32.35,46.00,19.35,35.41,0.01 Cr.,0.04 Lakh,0.06 Lakh,17.24 Cr.,12.76 Cr.,"{'1': {'quantity': '90', 'price': '34.01'}, '2': {'quantity': '856', 'price': '34.00'}, '3': {'quantity': '1', 'price': '33.79'}, '4': {'quantity': '10', 'price': '33.40'}, '5': {'quantity': '1', 'price': '33.15'}}","{'1': {'price': '34.97', 'quantity': '302'}, '2': {'price': '34.98', 'quantity': '10'}, '3': {'price': '35.00', 'quantity': '1219'}, '4': {'price': '35.85', 'quantity': '1'}, '5': {'price': '36.58', 'quantity': '22'}}"
IEL Ltd,5.03,-0.02,-0.40,25 Oct 24 | 03:18 PM,INDXTRA,524614,X  /,1.00,Fast Moving Consumer Goods,5.05,5.11,5.24,5.01,12.03,4.53,5.05,0.02 Cr.,0.38 Lakh,0.83 Lakh,16.79 Cr.,13.43 Cr.,"{'1': {'quantity': '6527', 'price': '5.03'}, '2': {'quantity': '1000', 'price': '5.02'}, '3': {'quantity': '1306', 'price': '5.01'}, '4': {'quantity': '4373', 'price': '5.00'}, '5': {'quantity': '5', 'price': '4.99'}}","{'1': {'price': '5.07', 'quantity': '243'}, '2': {'price': '5.08', 'quantity': '1500'}, '3': {'price': '5.09', 'quantity': '100'}, '4': {'price': '5.14', 'quantity': '61'}, '5': {'price': '5.15', 'quantity': '100'}}"
iStreet Network Limited,3.07,-0.16,-4.95,25 Oct 24 | 03:16 PM,ISTRNETWK,524622,XT /,4.00,Consumer Services,3.23,3.07,3.07,3.07,5.44,1.86,3.07,0.00 Cr.,0.06 Lakh,0.07 Lakh,6.54 Cr.,3.53 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '3.07', 'quantity': '41545'}, '2': {'price': '3.23', 'quantity': '809'}, '3': {'price': '3.39', 'quantity': '1999'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
GAGAN GASES LTD.,22.26,-1.17,-4.99,25 Oct 24 | 03:16 PM,GAGAN,524624,X  /,10.00,Chemicals,23.43,23.38,23.43,22.26,32.00,15.66,22.42,0.02 Cr.,0.11 Lakh,0.31 Lakh,10.06 Cr.,6.34 Cr.,"{'1': {'quantity': '-', 'price': '0.00'}, '2': {'quantity': '-', 'price': '0.00'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '22.26', 'quantity': '4484'}, '2': {'price': '22.27', 'quantity': '130'}, '3': {'price': '22.32', 'quantity': '1138'}, '4': {'price': '22.89', 'quantity': '36'}, '5': {'price': '22.90', 'quantity': '105'}}"
PARKER AGROCHEM EXPORTS LTD.-$,16.77,0.72,4.49,25 Oct 24 | 03:16 PM,PARKERAC,524628,X  /,10.00,Services,16.05,15.56,17.19,15.50,29.13,10.90,16.14,0.01 Cr.,0.03 Lakh,0.02 Lakh,8.01 Cr.,3.69 Cr.,"{'1': {'quantity': '253', 'price': '15.50'}, '2': {'quantity': '1', 'price': '15.00'}, '3': {'quantity': '22', 'price': '14.71'}, '4': {'quantity': '1', 'price': '14.54'}, '5': {'quantity': '1', 'price': '14.53'}}","{'1': {'price': '16.77', 'quantity': '399'}, '2': {'price': '17.19', 'quantity': '49'}, '3': {'price': '17.20', 'quantity': '46'}, '4': {'price': '17.50', 'quantity': '451'}, '5': {'price': '18.28', 'quantity': '250'}}"
Shukra Pharmaceuticals Ltd,64.50,-1.90,-2.86,25 Oct 24 | 03:18 PM,SHUKRAPHAR,524632,X  /,10.00,Healthcare,66.40,68.00,69.40,63.11,129.90,20.43,65.50,0.14 Cr.,0.22 Lakh,0.25 Lakh,282.43 Cr.,138.39 Cr.,"{'1': {'quantity': '10', 'price': '64.50'}, '2': {'quantity': '50', 'price': '63.31'}, '3': {'quantity': '201', 'price': '63.30'}, '4': {'quantity': '50', 'price': '63.20'}, '5': {'quantity': '27', 'price': '63.12'}}","{'1': {'price': '64.95', 'quantity': '21'}, '2': {'price': '64.96', 'quantity': '42'}, '3': {'price': '65.00', 'quantity': '50'}, '4': {'price': '65.98', 'quantity': '50'}, '5': {'price': '65.99', 'quantity': '200'}}"
ALUFLUORIDE LTD.,374.00,-12.75,-3.30,25 Oct 24 | 03:18 PM,ALUFLUOR,524634,X  /,10.00,Chemicals,386.75,386.80,391.70,362.05,587.00,341.30,369.58,0.30 Cr.,0.08 Lakh,0.08 Lakh,292.49 Cr.,116.99 Cr.,"{'1': {'quantity': '5', 'price': '370.20'}, '2': {'quantity': '10', 'price': '370.15'}, '3': {'quantity': '30', 'price': '370.10'}, '4': {'quantity': '60', 'price': '370.00'}, '5': {'quantity': '5', 'price': '369.00'}}","{'1': {'price': '374.00', 'quantity': '10'}, '2': {'price': '374.20', 'quantity': '35'}, '3': {'price': '374.95', 'quantity': '3'}, '4': {'price': '376.10', 'quantity': '42'}, '5': {'price': '379.00', 'quantity': '10'}}"
Oxygenta Pharmaceutical Ltd,106.51,2.08,1.99,25 Oct 24 | 03:18 PM,OXYGENTAPH,524636,XT /,10.00,Healthcare,104.43,106.51,106.51,106.51,106.51,25.02,106.51,0.21 Cr.,0.20 Lakh,0.25 Lakh,377.93 Cr.,219.20 Cr.,"{'1': {'quantity': '199664', 'price': '106.51'}, '2': {'quantity': '2', 'price': '106.50'}, '3': {'quantity': '1', 'price': '106.00'}, '4': {'quantity': '35', 'price': '105.47'}, '5': {'quantity': '1', 'price': '105.00'}}","{'1': {'price': '0.00', 'quantity': '-'}, '2': {'price': '0.00', 'quantity': '-'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
ARCHIT ORGANOSYS LTD.,45.17,-1.07,-2.31,25 Oct 24 | 03:18 PM,ARCHITORG,524640,X  /,10.00,Chemicals,46.24,46.98,47.90,45.00,63.65,35.10,46.15,0.10 Cr.,0.21 Lakh,0.07 Lakh,92.69 Cr.,34.30 Cr.,"{'1': {'quantity': '100', 'price': '45.16'}, '2': {'quantity': '50', 'price': '45.15'}, '3': {'quantity': '50', 'price': '44.76'}, '4': {'quantity': '50', 'price': '44.75'}, '5': {'quantity': '2', 'price': '44.56'}}","{'1': {'price': '46.90', 'quantity': '70'}, '2': {'price': '46.93', 'quantity': '66'}, '3': {'price': '46.95', 'quantity': '170'}, '4': {'price': '46.99', 'quantity': '300'}, '5': {'price': '47.09', 'quantity': '4'}}"
Sikozy Realtors Limited,1.14,-0.04,-3.39,25 Oct 24 | 03:15 PM,SIKOZY,524642,X  /,1.00,Realty,1.18,1.19,1.23,1.14,1.71,0.73,1.17,0.00 Cr.,0.11 Lakh,0.24 Lakh,5.08 Cr.,3.91 Cr.,"{'1': {'quantity': '15185', 'price': '1.14'}, '2': {'quantity': '12058', 'price': '1.13'}, '3': {'quantity': '-', 'price': '0.00'}, '4': {'quantity': '-', 'price': '0.00'}, '5': {'quantity': '-', 'price': '0.00'}}","{'1': {'price': '1.22', 'quantity': '9416'}, '2': {'price': '1.23', 'quantity': '6359'}, '3': {'price': '0.00', 'quantity': '-'}, '4': {'price': '0.00', 'quantity': '-'}, '5': {'price': '0.00', 'quantity': '-'}}"
INDO AMINES LTD.-$,166.60,-8.00,-4.58,25 Oct 24 | 03:18 PM,INDOAMIN,524648,B  /,5.00,Chemicals,174.60,180.90,180.90,164.00,247.90,100.30,167.03,0.74 Cr.,0.44 Lakh,0.54 Lakh,"1,177.82 Cr.",365.12 Cr.,"{'1': {'quantity': '164', 'price': '166.75'}, '2': {'quantity': '34', 'price': '166.70'}, '3': {'quantity': '60', 'price': '166.65'}, '4': {'quantity': '24', 'price': '166.60'}, '5': {'quantity': '18', 'price': '166.55'}}","{'1': {'price': '167.10', 'quantity': '9'}, '2': {'price': '167.15', 'quantity': '284'}, '3': {'price': '167.20', 'quantity': '7'}, '4': {'price': '167.25', 'quantity': '34'}, '5': {'price': '167.30', 'quantity': '41'}}"
IND-SWIFT LTD.,19.15,-0.01,-0.05,25 Oct 24 | 03:18 PM,INDSWFTLTD,524652,B  /,2.00,Healthcare,19.16,18.02,19.81,18.02,31.09,14.40,19.16,0.00 Cr.,0.02 Lakh,0.10 Lakh,103.73 Cr.,45.64 Cr.,"{'1': {'quantity': '20', 'price': '18.74'}, '2': {'quantity': '1', 'price': '18.73'}, '3': {'quantity': '2', 'price': '18.61'}, '4': {'quantity': '30', 'price': '18.60'}, '5': {'quantity': '81', 'price': '18.54'}}","{'1': {'price': '19.13', 'quantity': '157'}, '2': {'price': '19.14', 'quantity': '1'}, '3': {'price': '19.18', 'quantity': '200'}, '4': {'price': '19.21', 'quantity': '200'}, '5': {'price': '19.22', 'quantity': '50'}}"
